SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
28_Recombination events.csv|5071,5071,28_Recombination events.csv,4566,10000,"['20', '3']",1000,0.0001,0.01,0.1,5000,50,1,4585,9990,4585-9990,"['20', '3']","['32', '1']","['5', '13', '27', '50', '34', '8', '4', '10', '46']",19.0,10.0,29.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.900000000000006,100.0,2/2,100.0,2.0,2.0,2/2,96.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5071,4566-10000,100.0,97.1,1,98.89224572004028,2,143,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26
91_Recombination events.csv|5026,5026,91_Recombination events.csv,7302,10000,['2'],1000,0.0001,0.01,0.1,5000,50,2,7281,9988,7281-9988,['2'],['16'],"['36', '8', '22']",21.0,12.0,33.0,99.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.92,100.0,1/1,100.0,1.0,1.0,1/1,93.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,5026,7302-10000,100.0,96.7,2,98.88776541961576,2,144,6,6,6,17,0,11,100.0%,35.3%,✅ Equal,23,12,11
19_Recombination events.csv|4847,4847,19_Recombination events.csv,9789,10000,['46'],1000,0.0001,0.01,0.1,5000,50,16,9784,9982,9784-9982,['46'],['34'],"['49', '37', '42', '16', '17', '39', '40', '21', '4', '9', '7']",5.0,18.0,23.0,91.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),55.3,100.0,1/1,100.0,1.0,1.0,1/1,45.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4847,9789-10000,100.0,97.7,16,98.85,2,145,13,10,19,29,6,19,68.4%,34.5%,❌ Diff: RDP=13 vs Santa=10,48,23,25
59_Recombination events.csv|4985,4985,59_Recombination events.csv,2580,7128,['4'],1000,0.0001,0.01,0.1,5000,50,1,2578,7102,2578-7102,['4'],['9'],"['16', '39', '34', '6', '26', '20', '46', '29', '37', '19', '13', '42', '25', '45', '21', '33', '11', '2', '30', '47', '17', '15', '28', '7', '41', '12', '1']",2.0,26.0,28.0,99.4283201407212,4548.0,1137.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.88566402814424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4985,2580-7128,100.0,97.2,1,98.84422110552764,4,146,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20
82_Recombination events.csv|5030,5030,82_Recombination events.csv,6486,8160,['5'],1000,0.0001,0.01,0.1,5000,50,9,6459,8164,6459-8164,['5'],['29'],['25'],27.0,4.0,31.0,100.0,1674.0,418.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,5030,6486-8160,100.0,96.9,9,98.79154078549848,4,147,7,7,10,19,3,12,70.0%,36.8%,✅ Equal,29,14,15
77_Recombination events.csv|4962,4962,77_Recombination events.csv,570,10000,['29'],1000,0.0001,0.01,0.1,5000,50,6,573,9977,573-9977,['29'],"['13', '16', '50', '14', '38', '46', '11', '12']","['5', '35', '22']",3.0,23.0,26.0,99.72428419936374,570.0,142.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.94485683987275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,4962,570-10000,100.0,97.4,6,98.74874874874875,1,148,6,6,7,20,1,14,85.7%,30.0%,✅ Equal,27,12,15
62_Recombination events.csv|5006,5006,62_Recombination events.csv,7113,10000,['33'],1000,0.0001,0.01,0.1,5000,50,6,7114,9974,7114-9974,['33'],['43'],['38'],1.0,26.0,27.0,99.1,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.82,100.0,1/1,100.0,1.0,1.0,1/1,95.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,5006,7113-10000,100.0,97.3,6,98.74749498997997,4,149,9,9,11,26,2,17,81.8%,34.6%,✅ Equal,37,18,19
63_Recombination events.csv|5026,5026,63_Recombination events.csv,4194,4830,['19'],1000,0.0001,0.01,0.1,5000,50,5,4220,4836,4220-4836,['19'],"['44', '31', '11']","['21', '15']",26.0,6.0,32.0,95.9119496855346,636.0,159.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.18238993710692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5026,4194-4830,100.0,96.8,5,98.54563691073218,3,150,5,5,5,8,0,3,100.0%,62.5%,✅ Equal,13,10,3
66_Recombination events.csv|4693,4693,66_Recombination events.csv,3345,10000,"['26', '38', '4', '47', '5']",1000,0.0001,0.01,0.1,5000,50,2,3358,9975,3358-9975,"['26', '38', '5']","['48', '42', '50', '15', '34', '18', '6', '21', '28', '44', '36', '20', '41', '11', '29']",['45'],13.0,25.0,38.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.88,60.0,3/3,100.0,5.0,3.0,3/3,94.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,4693,3345-10000,100.0,96.2,2,98.53683148335016,2,151,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
56_Recombination events.csv|4995,4995,56_Recombination events.csv,2766,10000,['45'],1000,0.0001,0.01,0.1,5000,50,3,2764,9964,2764-9964,['45'],['50'],"['16', '23', '47', '26', '21', '38', '24', '36', '46', '1']",2.0,36.0,38.0,99.50235001382362,2766.0,691.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.90047000276472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4995,2766-10000,100.0,96.2,3,98.34170854271358,2,152,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6
87_Recombination events.csv|4948,4948,87_Recombination events.csv,1935,7770,"['20', '35']",1000,0.0001,0.01,0.1,5000,50,3,1912,7757,1912-7757,"['20', '35']","['37', '17', '22', '4', '29']","['32', '34', '25']",23.0,13.0,36.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.96,100.0,2/2,100.0,2.0,2.0,2/2,95.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,4948,1935-7770,100.0,96.4,3,98.24824824824825,3,153,5,5,6,14,1,9,83.3%,35.7%,✅ Equal,20,10,10
60_Recombination events.csv|4946,4946,60_Recombination events.csv,3501,10000,['3'],1000,0.0001,0.01,0.1,5000,50,2,3480,9984,3480-9984,['3'],"['19', '27', '16', '45', '38', '24', '11', '47']","['49', '42', '40', '18', '44', '4']",21.0,16.0,37.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.96,100.0,1/1,100.0,1.0,1.0,1/1,94.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4946,3501-10000,100.0,96.3,2,98.24649298597194,3,154,4,4,4,15,0,11,100.0%,26.7%,✅ Equal,19,8,11
73_Recombination events.csv|5006,5006,73_Recombination events.csv,900,10000,['38'],1000,0.0001,0.01,0.1,5000,50,3,916,9978,916-9978,['38'],['16'],['11'],16.0,22.0,38.0,99.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.92,100.0,1/1,100.0,1.0,1.0,1/1,78.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,5006,900-10000,100.0,96.2,3,98.19639278557115,3,155,8,7,10,23,2,16,80.0%,30.4%,❌ Diff: RDP=8 vs Santa=7,33,15,18
83_Recombination events.csv|4989,4989,83_Recombination events.csv,2670,10000,['18'],1000,0.0001,0.01,0.1,5000,50,2,2680,9966,2680-9966,['18'],"['33', '44', '50', '47']","['5', '9', '49', '29']",10.0,34.0,44.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.88,100.0,1/1,100.0,1.0,1.0,1/1,91.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,4989,2670-10000,100.0,95.6,2,97.94383149448345,2,156,2,2,4,25,2,23,50.0%,8.0%,✅ Equal,29,4,25
42_Recombination events.csv|4904,4904,42_Recombination events.csv,2433,10000,['30'],1000,0.0001,0.01,0.1,5000,50,3,2449,9971,2449-9971,['30'],"['27', '50']","['48', '40']",16.0,29.0,45.0,99.40531254129775,2433.0,608.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.88106250825955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4904,2433-10000,100.0,95.5,3,97.9417670682731,2,157,3,3,3,13,0,10,100.0%,23.1%,✅ Equal,16,6,10
68_Recombination events.csv|4745,4745,68_Recombination events.csv,558,3126,"['12', '14', '17', '19', '22', '28', '29', '3', '35', '37', '39', '40', '44', '47', '7']",1000,0.0001,0.01,0.1,5000,50,5,515,3114,515-3114,"['35', '19', '37', '40', '17', '39', '3', '22', '47', '14', '28', '44', '7', '12', '29']","['5', '13', '25', '48', '1']","['49', '27', '42', '16', '31', '18', '26', '36', '10', '9', '41']",43.0,12.0,55.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (15/15),56.900000000000006,100.0,15/15,100.0,15.0,15.0,15/15,89.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4745,558-3126,73.33333333333333,94.5,5,97.87234042553192,1,158,5,4,7,24,2,20,71.4%,16.7%,❌ Diff: RDP=5 vs Santa=4,31,9,22
28_Recombination events.csv|4793,4793,28_Recombination events.csv,4200,9240,"['26', '41']",1000,0.0001,0.01,0.1,5000,50,7,4238,9252,4238-9252,"['26', '41']","['28', '30', '35', '17']","['49', '13', '27', '50', '34', '8', '4', '24', '10', '11']",38.0,12.0,50.0,99.24603174603175,4960.0,1240.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.849206349206355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,4793,4200-9240,100.0,95.0,7,97.83484390735146,3,159,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26
11_Recombination events.csv|4955,4955,11_Recombination events.csv,5250,8580,['3'],1000,0.0001,0.01,0.1,5000,50,4,5220,8602,5220-8602,['3'],['2'],"['14', '16']",30.0,22.0,52.0,100.0,3330.0,832.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4955,5250-8580,100.0,94.8,4,97.73413897280966,4,160,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14
19_Recombination events.csv|4848,4848,19_Recombination events.csv,5748,6852,['38'],1000,0.0001,0.01,0.1,5000,50,7,5721,6832,5721-6832,['38'],"['5', '48', '1']",['27'],27.0,20.0,47.0,98.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.64,100.0,1/1,100.0,1.0,1.0,1/1,78.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4848,5748-6852,100.0,95.3,7,97.65,3,161,13,10,19,29,6,19,68.4%,34.5%,❌ Diff: RDP=13 vs Santa=10,48,23,25
11_Recombination events.csv|4855,4855,11_Recombination events.csv,4053,6192,['36'],1000,0.0001,0.01,0.1,5000,50,6,4016,6210,4016-6210,['36'],"['30', '19', '8', '35']","['6', '46', '34']",37.0,18.0,55.0,100.0,2139.0,534.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4855,4053-6192,100.0,94.5,6,97.58308157099698,5,162,6,6,6,20,0,14,100.0%,30.0%,✅ Equal,26,12,14
36_Recombination events.csv|4902,4902,36_Recombination events.csv,5634,10000,['11'],1000,0.0001,0.01,0.1,5000,50,6,5688,9984,5688-9984,['11'],"['45', '42', '20', '29']","['16', '39', '40', '32', '18', '21', '38', '43', '30']",54.0,16.0,70.0,98.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.68000000000001,100.0,1/1,100.0,1.0,1.0,1/1,92.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4902,5634-10000,100.0,93.0,6,97.2560975609756,3,163,5,4,7,14,2,10,71.4%,28.6%,❌ Diff: RDP=5 vs Santa=4,21,9,12
47_Recombination events.csv|4951,4951,47_Recombination events.csv,6231,9471,['21'],1000,0.0001,0.01,0.1,5000,50,2,6286,9464,6286-9464,['21'],['36'],"['37', '24']",55.0,7.0,62.0,98.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.620000000000005,100.0,1/1,100.0,1.0,1.0,1/1,90.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4951,6231-9471,100.0,93.8,2,96.94694694694695,2,164,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8
33_Recombination events.csv|4970,4970,33_Recombination events.csv,3054,3696,['14'],1000,0.0001,0.01,0.1,5000,50,3,3064,3642,3064-3642,['14'],"['19', '8', '36', '24', '12']","['5', '16', '50', '23', '18', '26', '45', '4', '46', '7', '1']",10.0,54.0,64.0,90.03115264797508,642.0,160.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,55.006230529595015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4970,3054-3696,100.0,93.6,3,96.9408224674022,2,165,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9
53_Recombination events.csv|4826,4826,53_Recombination events.csv,9603,10000,['17'],1000,0.0001,0.01,0.1,5000,50,5,9530,9984,9530-9984,['17'],"['48', '19']","['20', '14', '21', '28', '36', '9', '30']",73.0,16.0,89.0,95.96977329974811,397.0,99.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.193954659949625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4826,9603-10000,100.0,91.1,5,96.19675456389453,2,166,4,4,6,9,2,5,66.7%,44.4%,✅ Equal,15,8,7
37_Recombination events.csv|4908,4908,37_Recombination events.csv,6045,10000,['15'],1000,0.0001,0.01,0.1,5000,50,8,6050,9920,6050-9920,['15'],['48'],"['43', '41', '22', '49']",5.0,80.0,85.0,97.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.58,100.0,1/1,100.0,1.0,1.0,1/1,89.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,4908,6045-10000,100.0,91.5,8,95.93373493975903,3,167,8,8,10,31,2,23,80.0%,25.8%,✅ Equal,41,16,25
89_Recombination events.csv|4860,4860,89_Recombination events.csv,915,6147,['34'],1000,0.0001,0.01,0.1,5000,50,5,930,6076,930-6076,['34'],"['5', '19', '18', '22', '26', '46', '47']","['39', '17', '15', '33', '20', '41']",15.0,71.0,86.0,98.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.68000000000001,100.0,1/1,100.0,1.0,1.0,1/1,91.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,4860,915-6147,100.0,91.4,5,95.88353413654619,3,168,4,4,5,12,1,8,80.0%,33.3%,✅ Equal,17,8,9
68_Recombination events.csv|4791,4791,68_Recombination events.csv,6747,8832,"['11', '20', '30', '33', '43', '6']",1000,0.0001,0.01,0.1,5000,50,4,6757,8835,6757-8835,"['6', '33', '43', '20', '30', '11']","['45', '46']","['5', '13', '25', '48', '1']",10.0,3.0,13.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),58.900000000000006,100.0,6/6,100.0,6.0,6.0,6/6,96.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4791,6747-8832,66.66666666666666,98.7,4,95.45454545454545,2,169,5,4,7,24,2,20,71.4%,16.7%,❌ Diff: RDP=5 vs Santa=4,31,9,22
68_Recombination events.csv|4928,4928,68_Recombination events.csv,759,10000,"['15', '21', '23', '24', '34', '4']",1000,0.0001,0.01,0.1,5000,50,3,780,9998,780-9998,"['15', '23', '34', '21', '4', '24']","['45', '46']","['49', '27', '42', '16', '31', '18', '26', '36', '10', '9', '41']",21.0,2.0,23.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),56.96,100.0,6/6,100.0,6.0,6.0,6/6,84.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4928,759-10000,66.66666666666666,97.7,3,94.94795984157686,3,170,5,4,7,24,2,20,71.4%,16.7%,❌ Diff: RDP=5 vs Santa=4,31,9,22
86_Recombination events.csv|4876,4876,86_Recombination events.csv,5721,10000,"['20', '22', '23', '24', '29', '37', '38', '47', '50', '7']",1000,0.0001,0.01,0.1,5000,50,2,5718,9996,5718-9996,"['37', '50', '23', '22', '47', '38', '24', '20', '7', '29']","['49', '35', '46', '27']","['43', '11', '18']",3.0,4.0,7.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (10/10),58.980000000000004,100.0,10/10,100.0,10.0,10.0,10/10,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4876,5721-10000,60.0,99.3,2,94.69969969969969,3,171,6,6,9,15,3,9,66.7%,40.0%,✅ Equal,24,12,12
24_Recombination events.csv|4975,4975,24_Recombination events.csv,1158,10000,['15'],1000,0.0001,0.01,0.1,5000,50,3,1074,9972,1074-9972,['15'],['7'],['44'],84.0,28.0,112.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.94,100.0,1/1,100.0,1.0,1.0,1/1,51.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4975,1158-10000,100.0,88.8,3,94.48897795591182,2,172,3,3,3,21,0,18,100.0%,14.3%,✅ Equal,24,6,18
91_Recombination events.csv|4547,4547,91_Recombination events.csv,3504,10000,"['11', '15', '19', '24', '27', '28', '3', '31', '33', '4', '42', '49', '6', '9']",1000,0.0001,0.01,0.1,5000,50,5,3493,9990,3493-9990,"['19', '27', '42', '31', '15', '3', '6', '28', '9']","['25', '50', '23', '14', '45', '20', '32', '1']","['13', '48', '16', '17', '39', '18', '22', '21', '38', '8', '36', '10', '43', '30', '12']",11.0,10.0,21.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (9/9),56.96,64.3,9/9,100.0,14.0,9.0,9/9,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4547,3504-10000,88.88888888888889,97.9,5,93.93888327154252,3,173,6,6,6,17,0,11,100.0%,35.3%,✅ Equal,23,12,11
38_Recombination events.csv|4885,4885,38_Recombination events.csv,483,6912,['31'],1000,0.0001,0.01,0.1,5000,50,2,468,6780,468-6780,['31'],"['19', '48', '15', '18', '22', '45', '21', '43', '4', '20', '46', '7', '12']","['13', '27', '40', '34', '3', '28', '38', '10']",15.0,132.0,147.0,97.94680354643023,3571.0,892.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.58936070928605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,4885,483-6912,100.0,85.3,2,93.34349593495935,2,174,2,2,2,18,0,16,100.0%,11.1%,✅ Equal,20,4,16
74_Recombination events.csv|4575,4575,74_Recombination events.csv,975,4896,"['1', '12', '15', '16', '20', '21', '22', '23', '24', '25', '27', '3', '32', '34', '39', '42', '43', '46', '48', '49', '5', '50', '6', '9']",1000,0.0001,0.01,0.1,5000,50,4,976,4896,976-4896,"['5', '16', '39', '34', '6', '20', '32', '42', '25', '21', '9', '49', '27', '3', '22', '48', '43', '50', '15', '12']","['44', '2', '7']","['19', '11', '14', '26', '28', '8', '36', '41', '29']",1.0,0.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (20/20),59.0,83.3,20/20,100.0,24.0,20.0,20/20,99.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4575,975-4896,85.0,99.9,4,92.5,2,175,5,5,8,21,3,16,62.5%,23.8%,✅ Equal,29,10,19
3_Recombination events.csv|4857,4857,3_Recombination events.csv,2625,10000,"['11', '12', '2', '34', '49', '5', '6', '7']",1000,0.0001,0.01,0.1,5000,50,2,2634,9992,2634-9992,"['2', '5', '49', '34', '6', '11']","['27', '42', '40', '31', '14', '28', '43', '32', '41', '47']","['35', '19', '16']",9.0,8.0,17.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),58.96,75.0,6/6,100.0,8.0,6.0,6/6,96.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4857,2625-10000,66.66666666666666,98.3,2,92.15503653818598,1,176,6,6,6,28,0,22,100.0%,21.4%,✅ Equal,34,12,22
92_Recombination events.csv|5041,5041,92_Recombination events.csv,3786,8766,"['10', '13', '14', '15', '16', '18', '22', '26', '27', '28', '30', '38', '4', '41', '46', '47', '49', '9']",1000,0.0001,0.01,0.1,5000,50,2,3789,8766,3789-8766,"['49', '13', '27', '16', '15', '18', '22', '14', '26', '28', '38', '4', '9', '46', '30', '41', '47']",['20'],"['48', '35', '24', '50']",3.0,0.0,3.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (17/17),58.980000000000004,94.4,17/17,100.0,18.0,17.0,17/17,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,5041,3786-8766,82.35294117647058,99.7,2,91.07637048813518,4,177,7,7,10,21,3,14,70.0%,33.3%,✅ Equal,31,14,17
32_Recombination events.csv|4430,4430,32_Recombination events.csv,6690,7527,"['12', '13', '16', '17', '21', '22', '26', '29', '30', '32', '35', '36', '38', '39', '4', '41', '48', '50', '8', '9']",1000,0.0001,0.01,0.1,5000,50,4,6720,7528,6720-7528,"['35', '16', '39', '26', '8', '32', '29', '13', '21', '38', '4', '9', '22', '48', '30', '17', '50', '36', '41', '12']","['20', '6', '11', '1']","['5', '34', '23', '24', '46', '37', '19', '42', '25', '33', '45', '49', '2', '27', '40', '31', '3', '18', '14', '10', '43', '47', '15', '28', '7']",30.0,1.0,31.0,96.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (20/20),56.28,100.0,20/20,100.0,20.0,20.0,20/20,81.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4430,6690-7527,85.0,96.9,4,90.95,4,178,5,5,5,12,0,7,100.0%,41.7%,✅ Equal,17,10,7
13_Recombination events.csv|4225,4225,13_Recombination events.csv,2193,10000,"['1', '11', '14', '16', '17', '18', '2', '20', '23', '24', '26', '27', '28', '3', '30', '31', '32', '33', '34', '35', '36', '37', '39', '4', '42', '43', '45', '46', '48', '5', '7']",1000,0.0001,0.01,0.1,5000,50,5,2194,9998,2194-9998,"['2', '16', '39', '32', '23', '18', '45', '28', '24', '48', '30']","['37', '27', '3', '26', '36', '20', '11']","['19', '40', '50', '31', '8', '9', '47']",1.0,2.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (11/11),59.0,35.5,11/11,100.0,31.0,11.0,11/11,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4225,2193-10000,81.81818181818183,99.7,5,90.75909090909092,3,179,16,14,19,29,3,15,84.2%,48.3%,❌ Diff: RDP=16 vs Santa=14,48,30,18
25_Recombination events.csv|4748,4748,25_Recombination events.csv,7026,7830,"['18', '19', '2', '25', '26', '28', '31', '32', '39', '5', '50', '7']",1000,0.0001,0.01,0.1,5000,50,4,7016,7832,7016-7832,"['2', '5', '19', '25', '39', '31', '50', '18', '26', '32', '7']","['3', '45', '14', '4', '1']","['35', '13', '27', '48', '40', '17', '15', '34', '33', '21', '38', '8', '36', '20', '41', '30', '11', '47']",10.0,2.0,12.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (11/11),59.0,91.7,11/11,100.0,12.0,11.0,11/11,92.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4748,7026-7830,81.81818181818183,98.8,4,90.50748448338811,3,180,6,6,8,20,2,14,75.0%,30.0%,✅ Equal,28,12,16
75_Recombination events.csv|3880,3880,75_Recombination events.csv,3240,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '37', '38', '39', '4', '40', '41', '42', '45', '46', '47', '48', '49', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,4,3616,9994,3616-9994,"['49', '13', '16', '34', '33', '28', '1']",['43'],"['35', '39', '23', '6', '26', '8', '24', '20', '46', '32', '29', '37', '19', '42', '25', '45', '21', '38', '4', '9', '11', '2', '27', '40', '31', '3', '18', '22', '14', '10', '48', '30', '47', '17', '50', '15', '7', '41', '12']",376.0,6.0,382.0,94.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (7/7),53.86,15.2,7/7,100.0,46.0,7.0,7/7,41.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,3880,3240-10000,71.42857142857143,61.8,4,90.07782101167315,1,181,3,3,6,10,3,7,50.0%,30.0%,✅ Equal,16,6,10
