SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
56_Recombination events.csv|4812,4812,56_Recombination events.csv,3255,8160,"['25', '3', '30', '5']",1000,0.0001,0.01,0.1,5000,50,1,3256,8156,3256-8156,"['5', '30', '3', '25']","['9', '40']","['2', '19', '48', '42', '50', '15', '22', '43', '4', '10', '20', '32', '29']",1.0,4.0,5.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (4/4),58.980000000000004,100.0,4/4,100.0,4.0,4.0,4/4,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4812,3255-8160,50.0,99.5,1,75.0,3,232,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6
24_Recombination events.csv|4778,4778,24_Recombination events.csv,63,7554,"['14', '26', '28', '37', '46', '5']",1000,0.0001,0.01,0.1,5000,50,2,62,7555,62-7555,"['5', '37', '14', '28', '26', '46']","['48', '16', '22', '43', '20']","['35', '50', '15', '34', '44', '4', '9', '7']",1.0,1.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (6/6),59.0,100.0,6/6,100.0,6.0,6.0,6/6,99.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4778,63-7554,50.0,99.8,2,75.0,3,233,3,3,3,21,0,18,100.0%,14.3%,✅ Equal,24,6,18
37_Recombination events.csv|4886,4886,37_Recombination events.csv,1710,10000,"['26', '35', '4', '45']",1000,0.0001,0.01,0.1,5000,50,2,1711,9997,1711-9997,"['26', '35', '45', '4']","['40', '34', '42', '36']","['49', '22', '44', '43', '41']",1.0,3.0,4.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (4/4),59.0,100.0,4/4,100.0,4.0,4.0,4/4,98.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,4886,1710-10000,50.0,99.6,2,75.0,5,234,8,8,10,31,2,23,80.0%,25.8%,✅ Equal,41,16,25
12_Recombination events.csv|4613,4613,12_Recombination events.csv,2967,6549,"['10', '20', '21', '25', '31', '42', '50', '6']",1000,0.0001,0.01,0.1,5000,50,2,2967,6546,2967-6546,"['42', '25', '50', '31', '6', '21', '10', '20']",['38'],"['49', '37', '19', '27', '16', '40', '34', '18', '22', '14', '28', '26', '47', '24', '7', '1']",0.0,3.0,3.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (8/8),58.980000000000004,100.0,8/8,100.0,8.0,8.0,8/8,99.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4613,2967-6549,50.0,99.7,2,74.9498997995992,2,235,3,3,5,11,2,8,60.0%,27.3%,✅ Equal,16,6,10
28_Recombination events.csv|4794,4794,28_Recombination events.csv,294,3921,"['11', '20', '24', '25', '27', '3', '37', '42']",1000,0.0001,0.01,0.1,5000,50,5,298,3998,298-3998,"['49', '37', '27', '42', '25', '24', '11']","['21', '19', '16', '47']","['5', '13', '50', '34', '8', '4', '10', '46']",4.0,77.0,81.0,99.9,,,,Step 2: Best Match,✅ Good (6/7),,⚠️ Partial (6/7),52.690000000000005,66.7,6/7,85.7,8.0,7.0,6/7,88.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,4794,294-3921,57.14285714285714,91.9,5,74.84534599338225,4,236,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26
39_Recombination events.csv|4610,4610,39_Recombination events.csv,9093,10000,"['1', '13', '14', '16', '24', '25', '31', '33', '35', '36', '38', '39', '45', '49', '8']",1000,0.0001,0.01,0.1,5000,50,6,9092,9993,9092-9993,"['14', '13', '16', '49']","['2', '48', '28', '43', '11', '12', '29']","['6', '7']",1.0,7.0,8.0,99.2,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (4/4),58.84,26.7,4/4,100.0,15.0,4.0,4/4,95.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4610,9093-10000,50.0,99.2,6,74.6993987975952,5,237,10,10,11,28,1,18,90.9%,35.7%,✅ Equal,39,20,19
43_Recombination events.csv|4955,4955,43_Recombination events.csv,6672,9129,"['2', '31', '4', '7']",1000,0.0001,0.01,0.1,5000,50,1,6686,9128,6686-9128,"['2', '31', '7', '4']","['5', '37', '27', '39', '28', '46', '32', '11']","['13', '34', '38', '10', '30', '41', '47']",14.0,1.0,15.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (4/4),56.88,100.0,4/4,100.0,4.0,4.0,4/4,96.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,4955,6672-9129,50.0,98.5,1,74.64717741935485,2,238,2,2,4,14,2,12,50.0%,14.3%,✅ Equal,18,4,14
56_Recombination events.csv|4477,4477,56_Recombination events.csv,8520,10000,"['1', '10', '11', '12', '13', '15', '16', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '29', '3', '30', '32', '36', '37', '38', '39', '4', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7']",1000,0.0001,0.01,0.1,5000,50,6,8517,9987,8517-9987,"['6', '37', '41', '18']","['19', '48', '42', '50', '22', '43', '4', '10', '20', '32']","['49', '16', '23', '47', '26', '21', '38', '24', '36', '46', '7', '1']",3.0,13.0,16.0,99.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),56.82,10.0,4/4,100.0,40.0,4.0,4/4,94.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4477,8520-10000,50.0,98.4,6,74.44723618090453,4,239,6,6,6,12,0,6,100.0%,50.0%,✅ Equal,18,12,6
19_Recombination events.csv|4684,4684,19_Recombination events.csv,7101,10000,"['31', '34', '46']",1000,0.0001,0.01,0.1,5000,50,2,7097,9987,7097-9987,"['31', '34']","['13', '20', '22', '44', '45', '36', '10', '43', '41']","['49', '37', '42', '16', '17', '39', '40', '21', '4', '9', '32', '7']",4.0,13.0,17.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.92,66.7,2/2,100.0,3.0,2.0,2/2,97.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4684,7101-10000,50.0,98.3,2,74.15,6,240,13,10,19,29,6,19,68.4%,34.5%,❌ Diff: RDP=13 vs Santa=10,48,23,25
13_Recombination events.csv|4586,4586,13_Recombination events.csv,2454,5733,"['1', '14', '33', '34', '35', '42']",1000,0.0001,0.01,0.1,5000,50,11,2464,5746,2464-5746,"['35', '42', '34', '14', '33', '1']","['6', '26', '20', '29', '37', '13', '25', '44', '21', '38', '11', '49', '27', '3', '22', '10', '15', '36', '41', '12']","['5', '7', '4', '17']",10.0,13.0,23.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),56.94,100.0,6/6,100.0,6.0,6.0,6/6,96.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4586,2454-5733,50.0,97.7,11,73.85,7,241,16,14,19,29,3,15,84.2%,48.3%,❌ Diff: RDP=16 vs Santa=14,48,30,18
49_Recombination events.csv|4957,4957,49_Recombination events.csv,4422,10000,"['21', '27', '30', '33', '46', '47', '5', '7']",1000,0.0001,0.01,0.1,5000,50,4,4412,9980,4412-9980,"['5', '27', '33', '21', '46', '30', '7', '47']","['6', '9', '16', '25']","['2', '37', '34']",10.0,20.0,30.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (8/8),56.92,100.0,8/8,100.0,8.0,8.0,8/8,96.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,4957,4422-10000,50.0,97.0,4,73.74371859296483,3,242,5,4,6,19,1,15,83.3%,21.1%,❌ Diff: RDP=5 vs Santa=4,25,9,16
100_Recombination events.csv|4651,4651,100_Recombination events.csv,7200,9786,"['20', '28', '45', '48', '49', '50', '8']",1000,0.0001,0.01,0.1,5000,50,8,7193,9734,7193-9734,"['48', '50', '45', '28', '8', '20']","['19', '42']","['44', '4', '10', '1']",7.0,52.0,59.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),56.6,85.7,6/6,100.0,7.0,6.0,6/6,88.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4651,7200-9786,50.0,94.1,8,72.19157472417251,5,243,8,8,11,14,3,6,72.7%,57.1%,✅ Equal,25,16,9
1_Recombination events.csv|876,876,1_Recombination events.csv,6264,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,9,5813,9995,5813-9995,"['5', '35', '34', '24', '20', '46', '29', '33', '45', '11', '2', '3', '18', '14', '43', '30', '17', '28', '7']","['40', '39', '22', '44', '8', '4', '9', '32', '12', '47']","['49', '13', '42', '31', '21', '38', '36']",451.0,5.0,456.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (19/19),54.980000000000004,38.0,19/19,100.0,50.0,19.0,19/19,39.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,876,6264-10000,89.47368421052632,54.4,9,71.96406933249038,4,244,8,7,13,20,5,13,61.5%,35.0%,❌ Diff: RDP=8 vs Santa=7,33,15,18
63_Recombination events.csv|4868,4868,63_Recombination events.csv,3342,10000,"['13', '2', '22', '29', '30', '37', '38']",1000,0.0001,0.01,0.1,5000,50,3,3343,9996,3343-9996,"['2', '37', '13', '22', '38', '30', '29']","['46', '12', '39']","['49', '42', '16', '18', '33', '45', '20', '1']",1.0,4.0,5.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (7/7),58.980000000000004,100.0,7/7,100.0,7.0,7.0,7/7,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,4868,3342-10000,42.857142857142854,99.5,3,71.3282705258633,4,245,5,5,5,8,0,3,100.0%,62.5%,✅ Equal,13,10,3
18_Recombination events.csv|4919,4919,18_Recombination events.csv,6438,10000,"['3', '32', '35', '45', '6', '7', '8']",1000,0.0001,0.01,0.1,5000,50,1,6436,9996,6436-9996,"['35', '3', '6', '45', '8', '32', '7']",['41'],"['2', '49', '27', '40', '25', '15', '48', '30']",2.0,4.0,6.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (7/7),58.980000000000004,100.0,7/7,100.0,7.0,7.0,7/7,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4919,6438-10000,42.857142857142854,99.4,1,71.32816982214572,1,246,5,4,8,15,3,11,62.5%,26.7%,❌ Diff: RDP=5 vs Santa=4,23,9,14
71_Recombination events.csv|4923,4923,71_Recombination events.csv,912,10000,"['15', '16', '21', '32', '41', '5', '9']",1000,0.0001,0.01,0.1,5000,50,3,914,9996,914-9996,"['5', '16', '15', '21', '9', '32', '41']","['35', '39', '23', '29', '37', '19', '13', '42', '25', '33', '44', '38', '45', '4', '11', '2', '49', '27', '31', '3', '18', '22', '14', '10', '43', '48', '30', '17', '50', '28', '7', '12', '1']","['40', '34', '6', '26', '8', '24', '36', '20', '46', '47']",2.0,4.0,6.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (7/7),58.980000000000004,100.0,7/7,100.0,7.0,7.0,7/7,96.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4923,912-10000,42.857142857142854,99.4,3,71.32816982214572,4,247,4,4,5,13,1,9,80.0%,30.8%,✅ Equal,18,8,10
8_Recombination events.csv|4702,4702,8_Recombination events.csv,4632,9153,"['16', '3', '32', '33', '37', '45', '46']",1000,0.0001,0.01,0.1,5000,50,2,4645,9149,4645-9149,"['37', '16', '3', '45', '33', '46', '32']","['5', '35', '23', '26', '20', '13', '25', '44', '9', '11', '2', '27', '40', '10', '48', '43', '30', '50', '15', '41']","['49', '34', '6', '14', '8', '7', '1']",13.0,4.0,17.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (7/7),56.92,100.0,7/7,100.0,7.0,7.0,7/7,98.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4702,4632-9153,42.857142857142854,98.3,2,71.12523472483026,2,248,3,3,5,25,2,22,60.0%,12.0%,✅ Equal,30,6,24
7_Recombination events.csv|2236,2236,7_Recombination events.csv,7059,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,2,7425,9998,7425-9998,"['42', '39', '23', '18', '38', '8', '24', '30', '47']","['2', '5', '37', '48', '27', '17', '6', '28', '10', '9', '7', '11', '1']","['49', '19', '16', '40', '26', '21', '33', '44', '36', '43']",366.0,2.0,368.0,87.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (9/9),52.5,18.0,9/9,100.0,50.0,9.0,9/9,37.4,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2236,7059-10000,77.77777777777779,63.2,2,70.61579651941099,2,249,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12
19_Recombination events.csv|4769,4769,19_Recombination events.csv,2370,8682,"['13', '14', '19', '20', '25', '36', '41', '44', '50', '6']",1000,0.0001,0.01,0.1,5000,50,3,2370,8682,2370-8682,"['19', '50', '25', '6', '14']","['35', '15', '3', '23', '26', '33', '11', '12', '29']",['17'],0.0,0.0,0.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (5/5),60.0,50.0,5/5,100.0,10.0,5.0,5/5,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4769,2370-8682,40.0,100.0,3,70.0,7,250,13,10,19,29,6,19,68.4%,34.5%,❌ Diff: RDP=13 vs Santa=10,48,23,25
34_Recombination events.csv|4804,4804,34_Recombination events.csv,2169,6147,"['12', '23', '30', '38', '4']",1000,0.0001,0.01,0.1,5000,50,1,2168,6146,2168-6146,"['23', '38', '4', '30', '12']","['37', '15', '8', '28']","['35', '6', '21', '44', '45', '36']",1.0,1.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (5/5),59.0,100.0,5/5,100.0,5.0,5.0,5/5,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,4804,2169-6147,40.0,99.8,1,69.9,3,251,6,6,6,25,0,19,100.0%,24.0%,✅ Equal,31,12,19
33_Recombination events.csv|4899,4899,33_Recombination events.csv,3903,10000,"['11', '21', '33', '40', '6']",1000,0.0001,0.01,0.1,5000,50,1,3904,9990,3904-9990,"['40', '33', '6', '21', '11']","['9', '41', '25']",['43'],1.0,10.0,11.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (5/5),58.96,100.0,5/5,100.0,5.0,5.0,5/5,98.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,4899,3903-10000,40.0,98.9,1,69.5987963891675,3,252,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9
28_Recombination events.csv|4922,4922,28_Recombination events.csv,7983,10000,"['36', '38', '42', '43', '44', '48']",1000,0.0001,0.01,0.1,5000,50,4,7985,9984,7985-9984,"['48', '44', '38', '36', '43']","['35', '30']","['15', '23', '22', '39']",2.0,16.0,18.0,99.1,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (5/5),56.82,83.3,5/5,100.0,6.0,5.0,5/5,95.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,4922,7983-10000,40.0,98.2,4,69.44612286002014,5,253,7,7,10,30,3,23,70.0%,23.3%,✅ Equal,40,14,26
88_Recombination events.csv|4869,4869,88_Recombination events.csv,2031,4293,"['14', '2', '35', '39', '42']",1000,0.0001,0.01,0.1,5000,50,4,2042,4296,2042-4296,"['2', '35', '42', '39', '14']","['19', '40', '34', '47', '26', '45', '29']","['3', '22', '6', '4', '48', '12', '1']",11.0,3.0,14.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (5/5),56.900000000000006,100.0,5/5,100.0,5.0,5.0,5/5,96.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,4869,2031-4293,40.0,98.6,4,69.34934934934934,4,254,6,6,6,16,0,10,100.0%,37.5%,✅ Equal,22,12,10
15_Recombination events.csv|4532,4532,15_Recombination events.csv,4047,7761,"['10', '13', '21', '28', '30', '31', '43']",1000,0.0001,0.01,0.1,5000,50,5,4068,7760,4068-7760,"['31', '21', '28', '43', '30']","['29', '15', '23', '1']","['39', '34', '6', '26', '8', '24', '20', '46', '32', '37', '13', '33', '45', '4', '11', '49', '40', '3', '22', '14', '10', '47', '17', '7', '41', '12']",21.0,1.0,22.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (5/5),56.88,71.4,5/5,100.0,7.0,5.0,5/5,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4532,4047-7761,40.0,97.8,5,69.09638554216868,4,255,8,8,9,29,1,21,88.9%,27.6%,✅ Equal,38,16,22
59_Recombination events.csv|4943,4943,59_Recombination events.csv,6231,6681,"['10', '23', '24', '40', '50']",1000,0.0001,0.01,0.1,5000,50,6,6228,6661,6228-6661,"['40', '50', '23', '24', '10']","['9', '27', '49']","['5', '3', '36']",3.0,20.0,23.0,95.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),56.120000000000005,100.0,5/5,100.0,5.0,5.0,5/5,74.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4943,6231-6681,40.0,97.7,6,69.09547738693468,6,256,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20
98_Recombination events.csv|4408,4408,98_Recombination events.csv,7503,10000,"['13', '20', '24', '32', '33', '34', '48']",1000,0.0001,0.01,0.1,5000,50,6,7839,9997,7839-9997,"['13', '48', '34', '33', '24', '20', '32']","['49', '37', '19', '42', '3', '22', '26', '28', '10']","['2', '50', '23', '6', '44', '45', '9', '46', '30', '7', '41', '1']",336.0,3.0,339.0,86.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (7/7),52.28,100.0,7/7,100.0,7.0,7.0,7/7,32.1,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4408,7503-10000,71.42857142857143,66.1,6,68.79736879736879,5,257,7,7,9,13,2,6,77.8%,53.8%,✅ Equal,22,14,8
55_Recombination events.csv|4991,4991,55_Recombination events.csv,7683,9732,['13'],1000,0.0001,0.01,0.1,5000,50,5,8290,9706,8290-9706,['13'],"['2', '5', '49', '40', '16', '17', '25', '3', '26', '33', '36', '47']","['39', '34', '32', '29', '37', '42', '45', '44', '38', '4', '11', '27', '31', '18', '22', '14', '10', '48', '30', '28', '7', '41', '12']",607.0,26.0,633.0,69.1068814055637,2049.0,512.2,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,46.82137628111274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4991,7683-9732,100.0,36.7,5,68.3867735470942,3,258,5,5,9,17,4,12,55.6%,29.4%,✅ Equal,26,10,16
91_Recombination events.csv|4115,4115,91_Recombination events.csv,4332,10000,"['1', '10', '11', '12', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.01,0.1,5000,50,6,4579,9994,4579-9994,"['49', '16', '38', '48', '12']","['50', '23', '45', '14', '20', '32', '1']","['5', '37', '35', '40', '34', '26', '44', '46', '7', '41', '29']",247.0,6.0,253.0,95.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),54.1,10.4,5/5,100.0,48.0,5.0,5/5,70.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4115,4332-10000,60.0,74.7,6,67.76541961577351,4,259,6,6,6,17,0,11,100.0%,35.3%,✅ Equal,23,12,11
80_Recombination events.csv|4405,4405,80_Recombination events.csv,1722,3639,"['17', '18', '28', '29', '33', '39', '41', '44', '49', '6']",1000,0.0001,0.01,0.1,5000,50,2,1725,3486,1725-3486,"['49', '17', '33', '28', '44', '29']","['5', '39', '23', '6', '26', '20', '46', '32', '19', '13', '25', '4', '11', '27', '18', '22', '14', '10', '43', '47', '36', '41', '12']","['35', '16', '34', '8', '24', '42', '45', '21', '38', '9', '2', '40', '31', '3', '48', '30', '50', '15', '7', '1']",3.0,153.0,156.0,91.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),53.38,60.0,6/6,100.0,10.0,6.0,6/6,59.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4405,1722-3639,50.0,84.4,2,67.28456913827657,2,260,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11
93_Recombination events.csv|4902,4902,93_Recombination events.csv,5043,6912,"['16', '47']",1000,0.0001,0.01,0.1,5000,50,4,5018,6279,5018-6279,"['16', '47']","['45', '32', '4']","['21', '38', '1']",25.0,633.0,658.0,66.13162118780096,1869.0,467.2,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,46.22632423756019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,4902,5043-6912,100.0,34.2,4,67.13426853707415,4,261,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
39_Recombination events.csv|4727,4727,39_Recombination events.csv,435,6189,"['4', '5', '50']",1000,0.0001,0.01,0.1,5000,50,3,437,6189,437-6189,"['5', '4', '50']","['27', '42', '17', '32', '20', '22', '26', '21', '44', '10', '9', '46', '30']","['2', '48', '28', '43', '11', '12', '29']",2.0,0.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,4727,435-6189,33.33333333333333,99.8,3,66.66666666666666,6,262,10,10,11,28,1,18,90.9%,35.7%,✅ Equal,39,20,19
29_Recombination events.csv|4879,4879,29_Recombination events.csv,7638,9558,"['18', '35', '48']",1000,0.0001,0.01,0.1,5000,50,1,7639,9558,7639-9558,"['48', '35', '18']","['20', '50']","['13', '4']",1.0,0.0,1.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),58.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,4879,7638-9558,33.33333333333333,99.9,1,66.66666666666666,2,263,3,3,3,19,0,16,100.0%,15.8%,✅ Equal,22,6,16
79_Recombination events.csv|5090,5090,79_Recombination events.csv,5112,6561,"['19', '20', '22']",1000,0.0001,0.01,0.1,5000,50,4,5112,6564,5112-6564,"['20', '19', '22']","['49', '15', '24', '17']",['45'],0.0,3.0,3.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,5090,5112-6561,33.33333333333333,99.7,4,66.66666666666666,3,264,6,6,6,21,0,15,100.0%,28.6%,✅ Equal,27,12,15
78_Recombination events.csv|5073,5073,78_Recombination events.csv,660,5712,"['12', '23', '7']",1000,0.0001,0.01,0.1,5000,50,1,658,5712,658-5712,"['7', '23', '12']",['11'],"['45', '46']",2.0,0.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,5073,660-5712,33.33333333333333,99.8,1,66.61661661661661,3,265,5,5,7,28,2,23,71.4%,17.9%,✅ Equal,35,10,25
1_Recombination events.csv|4802,4802,1_Recombination events.csv,6726,10000,"['15', '20', '23', '25', '30', '33', '48']",1000,0.0001,0.01,0.1,5000,50,3,6726,9996,6726-9996,"['33', '30', '20']",['50'],"['2', '17', '34', '3', '45', '24', '43', '46', '7']",0.0,4.0,4.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),58.980000000000004,42.9,3/3,100.0,7.0,3.0,3/3,99.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4802,6726-10000,33.33333333333333,99.6,3,66.5165165165165,5,266,8,7,13,20,5,13,61.5%,35.0%,❌ Diff: RDP=8 vs Santa=7,33,15,18
