,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
317,99,100,2,92.5,74,4575,4,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,8,21,3,16,62.5%,23.8%,✅ Equal,29,10,19,74_Recombination events.csv|4575,4575,74_Recombination events.csv,975,4896,"['1', '12', '15', '16', '20', '21', '22', '23', '24', '25', '27', '3', '32', '34', '39', '42', '43', '46', '48', '49', '5', '50', '6', '9']",1000,0.0001,0.01,0.1,5000,50,976,4896,976-4896,"['42', '25', '22', '12', '34', '27', '20', '49', '50', '43', '3', '21', '15', '6', '39', '32', '9', '5', '16', '48']","['2', '44', '7']","['26', '29', '41', '8', '14', '36', '28', '19', '11']",1,0,1,100,,,,,✅ Complete (20/20),59,83.3,20/20,100,24,20,20/20,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,975-4896,100.0%,100.0%,0,100,,,,,,,,,,85,99.9,0,1,1,0,4,❌ None
319,101,102,3,90.990990990991,74,4922,1,✅ Complete Match (1/1),Step 2: Best Match,5,5,8,21,3,16,62.5%,23.8%,✅ Equal,29,10,19,74_Recombination events.csv|4922,4922,74_Recombination events.csv,4836,9246,"['1', '24']",1000,0.0001,0.01,0.1,5000,50,4836,9065,4836-9065,"['1', '24']","['50', '15', '32', '34']","['35', '13', '10', '47', '31', '4', '37', '30']",0,181,181,95.9,,,,,✅ Complete (2/2),54.18000000000001,100,2/2,100,2,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4836-9246,95.9%,100.0%,0,95.9,,,,,,,,,,100,81.9,0,1,3,0,1,❌ None
410,194,195,4,50,74,4899,2,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,8,21,3,16,62.5%,23.8%,✅ Equal,29,10,19,74_Recombination events.csv|4899,4899,74_Recombination events.csv,1698,3249,"['23', '46']",1000,0.0001,0.01,0.1,5000,50,1698,3250,1698-3250,"['46', '23']","['12', '43']","['33', '17', '45']",0,1,1,100,,,,,✅ Complete (2/2),59,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1698-3249,100.0%,100.0%,0,100,,,,,,,,,,0,99.9,0,1,1,0,2,❌ None
440,225,226,5,0,74,4839,6,Case_A_End_End,Step 1: Approximate,5,5,8,21,3,16,62.5%,23.8%,✅ Equal,29,10,19,74_Recombination events.csv|4839,4839,74_Recombination events.csv,3576,10000,"['25', '3', '42', '5']",1000,0.0001,0.01,0.1,5000,50,973,9996,973-9996,"['3', '5', '25', '42']","['2', '44', '7']","['48', '9', '27']",2603,4,2607,99.93773349937732,3576,894,25,Exact Recombinant Match,,22.987546699875463,,,,,,,30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,6,3576-10000,99.9%,,0,99.93773349937732,,,,,,,,,,0,0,0,1,8,0,6,❌ None
381,164,165,1,54.539559014267184,75,4564,4,Case_B_End_Ini,Step 1: Approximate,3,3,5,10,2,7,60.0%,30.0%,✅ Equal,15,6,9,75_Recombination events.csv|4564,4564,75_Recombination events.csv,3606,4281,"['1', '13', '16', '28', '33', '34', '49']",1000,0.0001,0.01,0.1,5000,50,4279,4538,4279-4538,"['13', '33', '28', '16', '49', '1', '34']",['43'],"['42', '17', '40', '25', '2', '47', '22', '12', '44', '11', '27', '26', '20', '46', '31', '4', '38', '23', '24', '7', '50', '3', '10', '14', '21', '36', '45', '18', '15', '29', '6', '35', '39', '32', '9', '8', '41', '37', '5', '30', '19', '48']",673,257,930,0.2962962962962963,675,168.8,25,Exact Recombinant Match,,15.916402116402114,,,,,,,30,,,,,,,,,,,,42.85714285714285,,,,,,,,,,,,,,,,,,,,,,4,3606-4281,0.3%,42.9%,0,0.2962962962962963,,,,,,,,,,42.85714285714285,7,0,1,8,0,4,❌ None
405,189,190,2,50,75,4704,2,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,3,3,5,10,2,7,60.0%,30.0%,✅ Equal,15,6,9,75_Recombination events.csv|4704,4704,75_Recombination events.csv,4638,6765,"['1', '13', '16', '28', '33', '34', '49']",1000,0.0001,0.01,0.1,5000,50,4654,6978,4654-6978,"['42', '17', '40', '25', '2', '47', '22', '12', '11', '27', '26', '20', '46', '31', '4', '38', '23', '24', '7', '50', '3', '10', '14', '21', '45', '18', '15', '29', '6', '35', '39', '32', '9', '8', '41', '37', '30', '19', '48']","['13', '33', '28', '16', '49', '1', '34']","['44', '5', '36']",,,,,2127,531.8,25,,,5,,,,7,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,2,2,,,,,2,4638-6765,,,0,0,75_Recombination events.csv,Minor_Exact_Match,"['13', '33', '28', '16', '49', '1', '34']","Start_Start, End_End",2,114.5,229,,,0,77.1,0,4,1,0,2,❌ None
409,193,194,3,50,75,4668,3,Case_E_Start_End,Step 1: Approximate,3,3,5,10,2,7,60.0%,30.0%,✅ Equal,15,6,9,75_Recombination events.csv|4668,4668,75_Recombination events.csv,4590,9546,"['1', '13', '16', '28', '33', '34', '49']",1000,0.0001,0.01,0.1,5000,50,910,3598,910-3598,"['13', '33', '28', '16', '49', '1', '34']",['43'],"['44', '5', '36']",3680,5948,9628,0,4956,1239,25,Exact Recombinant Match,,15.857142857142856,,,,,,,30,,,,,,,,,,,,42.85714285714285,,,,,,,,,,,,,,,,,,,,,,3,4590-9546,,42.9%,0,0,,,,,,,,,,42.85714285714285,0,0,1,8,0,3,❌ None
236,18,19,1,100,76,5025,1,Standard_Match,Step 1: Approximate,5,5,5,21,0,16,100.0%,23.8%,✅ Equal,26,10,16,76_Recombination events.csv|5025,5025,76_Recombination events.csv,210,2196,['3'],1000,0.0001,0.01,0.1,5000,50,212,2193,212-2193,['3'],"['43', '22']","['48', '39', '32', '13', '2', '45', '36', '11']",2,3,5,99.74823766364553,1986,496.5,25,Exact Recombinant Match,,58.9496475327291,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,210-2196,99.7%,100.0%,0,99.74823766364553,,,,,,,,,,100,99.5,0,1,7,0,1,❌ None
251,33,34,2,99.9497487437186,76,4923,3,Standard_Match,Step 1: Approximate,5,5,5,21,0,16,100.0%,23.8%,✅ Equal,26,10,16,76_Recombination events.csv|4923,4923,76_Recombination events.csv,183,10000,['14'],1000,0.0001,0.01,0.1,5000,50,182,9995,182-9995,['14'],"['7', '46', '24', '40', '33', '31', '21', '5', '1', '15', '23']","['49', '6']",1,5,6,99.94906794336356,183,45.8,25,Exact Recombinant Match,,58.98981358867272,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,183-10000,99.9%,100.0%,0,99.94906794336356,,,,,,,,,,100,99.4,0,1,7,0,3,❌ None
257,39,40,3,99.89949748743716,76,5044,2,Standard_Match,Step 1: Approximate,5,5,5,21,0,16,100.0%,23.8%,✅ Equal,26,10,16,76_Recombination events.csv|5044,5044,76_Recombination events.csv,267,10000,['42'],1000,0.0001,0.01,0.1,5000,50,270,9996,270-9996,['42'],"['7', '21', '5', '40']",['2'],3,4,7,99.92807972875784,267,66.8,25,Exact Recombinant Match,,58.98561594575157,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,267-10000,99.9%,100.0%,0,99.92807972875784,,,,,,,,,,100,99.3,0,1,7,0,2,❌ None
386,169,170,4,50,76,4738,4,Case_E_Start_End,Step 1: Approximate,5,5,5,21,0,16,100.0%,23.8%,✅ Equal,26,10,16,76_Recombination events.csv|4738,4738,76_Recombination events.csv,5229,10000,"['18', '20', '35', '47']",1000,0.0001,0.01,0.1,5000,50,1655,5213,1655-5213,"['18', '20', '35', '47']","['17', '40', '22', '12', '44', '34', '27', '46', '31', '4', '28', '24', '23', '7', '43', '10', '33', '21', '15', '29', '5', '30', '19']","['42', '25', '2', '11', '26', '13', '49', '38', '50', '14', '45', '6', '39', '32', '9', '8', '41', '37', '16', '36', '48']",3574,4787,8361,0,4771,1192.8,25,Exact Recombinant Match,,33,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,5229-10000,,100.0%,0,0,,,,,,,,,,100,0,0,1,8,0,4,❌ None
407,191,192,5,50,76,5026,5,Case_E_Start_End,Step 1: Approximate,5,5,5,21,0,16,100.0%,23.8%,✅ Equal,26,10,16,76_Recombination events.csv|5026,5026,76_Recombination events.csv,4884,10000,['41'],1000,0.0001,0.01,0.1,5000,50,40,4922,40-4922,['41'],"['2', '42']","['49', '6']",4844,5078,9922,0.7427677873338546,4884,1221,25,Exact Recombinant Match,,33.14855355746677,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,4884-10000,0.7%,100.0%,0,0.7427677873338546,,,,,,,,,,100,0,0,1,8,0,5,❌ None
300,82,83,1,98.74874874874877,77,4962,6,Standard_Match,Step 1: Approximate,6,6,7,20,1,14,85.7%,30.0%,✅ Equal,27,12,15,77_Recombination events.csv|4962,4962,77_Recombination events.csv,570,10000,['29'],1000,0.0001,0.01,0.1,5000,50,573,9977,573-9977,['29'],"['50', '46', '13', '14', '16', '12', '38', '11']","['35', '5', '22']",3,23,26,99.72428419936374,570,142.5,25,Exact Recombinant Match,,56.94485683987275,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,570-10000,99.7%,100.0%,0,99.72428419936374,,,,,,,,,,100,97.4,0,1,7,0,6,❌ None
389,172,173,3,50,77,3839,7,Case_F_Start_Start,Step 1: Approximate,6,6,7,20,1,14,85.7%,30.0%,✅ Equal,27,12,15,77_Recombination events.csv|3839,3839,77_Recombination events.csv,1854,10000,"['39', '45']",1000,0.0001,0.01,0.1,5000,50,1853,8926,1853-8926,"['39', '45']","['42', '17', '25', '22', '12', '11', '27', '26', '20', '46', '13', '49', '38', '24', '50', '3', '14', '15', '29', '35', '5', '16', '19', '48']","['7', '43', '32', '9', '40', '41', '2', '10', '33', '47', '21', '37', '28', '36', '18', '1', '44', '34']",1,1074,1075,86.81561502577952,1854,463.5,25,Exact Recombinant Match,,50.36312300515591,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,1854-10000,86.8%,100.0%,0,86.81561502577952,,,,,,,,,,100,0,0,1,8,0,7,❌ None
406,190,191,2,50,77,4910,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,7,20,1,14,85.7%,30.0%,✅ Equal,27,12,15,77_Recombination events.csv|4910,4910,77_Recombination events.csv,288,10000,"['11', '30']",1000,0.0001,0.01,0.1,5000,50,288,9999,288-9999,['11'],"['31', '6', '8']","['46', '50', '13', '14', '16', '12', '38']",0,1,1,100,,,,,🎯 Perfect (1/1),59,50,1/1,100,2,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,288-10000,100.0%,100.0%,0,100,,,,,,,,,,0,99.9,0,1,2,0,4,❌ None
408,192,193,4,50,77,4996,5,Case_A_End_End,Step 1: Approximate,6,6,7,20,1,14,85.7%,30.0%,✅ Equal,27,12,15,77_Recombination events.csv|4996,4996,77_Recombination events.csv,4407,10000,['30'],1000,0.0001,0.01,0.1,5000,50,1614,9988,1614-9988,['30'],"['4', '23']",['11'],2793,12,2805,99.78544609333096,4407,1101.8,25,Exact Recombinant Match,,52.9570892186662,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,4407-10000,99.8%,100.0%,0,99.78544609333096,,,,,,,,,,100,0,0,1,8,0,5,❌ None
413,197,198,5,49.949949949949946,77,4992,1,🎯 Perfect Match (1/1),Step 2: Best Match,6,6,7,20,1,14,85.7%,30.0%,✅ Equal,27,12,15,77_Recombination events.csv|4992,4992,77_Recombination events.csv,4557,6465,"['36', '9']",1000,0.0001,0.01,0.1,5000,50,4558,6464,4558-6464,"['9', '36']",['50'],"['34', '41']",1,1,2,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4557-6465,99.9%,100.0%,0,99.9,,,,,,,,,,0,99.8,0,1,1,0,1,❌ None
441,226,227,6,0,77,4953,2,Case_F_Start_Start,Step 1: Approximate,6,6,7,20,1,14,85.7%,30.0%,✅ Equal,27,12,15,77_Recombination events.csv|4953,4953,77_Recombination events.csv,1614,6957,"['23', '30', '4']",1000,0.0001,0.01,0.1,5000,50,1615,4408,1615-4408,"['4', '23', '30']","['31', '6', '8']",['11'],1,2549,2550,52.27400336889389,4657,1164.2,25,Exact Recombinant Match,,13.454800673778776,,,,,,,30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,2,1614-6957,52.3%,,0,52.27400336889389,,,,,,,,,,0,0,0,1,8,0,2,❌ None
237,19,20,1,100,78,5081,2,Standard_Match,Step 1: Approximate,5,5,7,28,2,23,71.4%,17.9%,✅ Equal,35,10,25,78_Recombination events.csv|5081,5081,78_Recombination events.csv,3852,8565,['48'],1000,0.0001,0.01,0.1,5000,50,3852,8566,3852-8566,['48'],['27'],"['50', '1', '39']",0,1,1,100,4713,1178.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3852-8565,100.0%,100.0%,0,100,,,,,,,,,,100,99.9,0,1,7,0,2,❌ None
296,78,79,2,98.89889889889888,78,5080,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,7,28,2,23,71.4%,17.9%,✅ Equal,35,10,25,78_Recombination events.csv|5080,5080,78_Recombination events.csv,9720,10000,['24'],1000,0.0001,0.01,0.1,5000,50,9722,9979,9722-9979,['24'],['8'],"['38', '27']",2,21,23,91.8,,,,,🎯 Perfect (1/1),55.36,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,9720-10000,91.8%,100.0%,0,91.8,,,,,,,,,,100,97.7,0,1,3,0,5,❌ None
372,155,156,3,62.19969969969969,78,5067,3,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,7,28,2,23,71.4%,17.9%,✅ Equal,35,10,25,78_Recombination events.csv|5067,5067,78_Recombination events.csv,1584,5940,"['36', '4', '49', '5']",1000,0.0001,0.01,0.1,5000,50,1591,5940,1591-5940,"['4', '5', '49', '36']",['22'],"['39', '32']",7,0,7,99.8,,,,,✅ Complete (4/4),58.96,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1584-5940,99.8%,100.0%,0,99.8,,,,,,,,,,25,99.3,0,1,1,0,3,❌ None
412,196,197,4,49.949949949949946,78,5073,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,7,28,2,23,71.4%,17.9%,✅ Equal,35,10,25,78_Recombination events.csv|5073,5073,78_Recombination events.csv,660,5712,"['12', '23', '7']",1000,0.0001,0.01,0.1,5000,50,658,5712,658-5712,"['7', '12', '23']",['11'],"['46', '45']",2,0,2,100,,,,,✅ Complete (3/3),59,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,660-5712,100.0%,100.0%,0,100,,,,,,,,,,0,99.8,0,1,1,0,1,❌ None
421,205,206,5,49.549549549549546,78,4984,7,✅ Complete Match (1/1),Step 2: Best Match,5,5,7,28,2,23,71.4%,17.9%,✅ Equal,35,10,25,78_Recombination events.csv|4984,4984,78_Recombination events.csv,9723,10000,"['40', '42']",1000,0.0001,0.01,0.1,5000,50,9721,9992,9721-9992,"['42', '40']",['20'],"['21', '33']",2,8,10,97.1,,,,,✅ Complete (2/2),58.42,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,9723-10000,97.1%,100.0%,0,97.1,,,,,,,,,,0,99,0,1,3,0,7,❌ None
281,63,64,1,99.49849548645938,79,5082,1,Standard_Match,Step 1: Approximate,6,5,6,21,0,16,100.0%,23.8%,❌ Diff: RDP=6 vs Santa=5,27,11,16,79_Recombination events.csv|5082,5082,79_Recombination events.csv,7284,9558,"['26', '6']",1000,0.0001,0.01,0.1,5000,50,7281,9568,7281-9568,"['26', '6']",['7'],"['17', '15', '49', '24']",3,10,13,100,2274,568.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7284-9558,100.0%,100.0%,0,100,,,,,,,,,,100,98.7,0,1,7,0,1,❌ None
285,67,68,2,99.3480441323972,79,5115,5,⭐ Excellent Match (1/1),Step 2: Best Match,6,5,6,21,0,16,100.0%,23.8%,❌ Diff: RDP=6 vs Santa=5,27,11,16,79_Recombination events.csv|5115,5115,79_Recombination events.csv,3504,7128,"['26', '6']",1000,0.0001,0.01,0.1,5000,50,3516,7132,3516-7132,"['26', '6']","['48', '10', '34', '8']",['17'],12,4,16,99.7,,,,,✅ Complete (2/2),56.94,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,3504-7128,99.7%,100.0%,0,99.7,,,,,,,,,,100,98.4,0,1,2,0,5,❌ None
305,87,88,3,98.49548645937811,79,5030,"2, 3",Cross Match (Case_S1_E2E),Step 6: Cross Matches,6,5,6,21,0,16,100.0%,23.8%,❌ Diff: RDP=6 vs Santa=5,27,11,16,79_Recombination events.csv|5030,5030,79_Recombination events.csv,5955,10000,['25'],1000,0.0001,0.01,0.1,5000,50,5928,9994,5928-7713 | 7714-9994,['25'] | ['25'],"['12', '39', '30'] | ['43', '33', '38', '47']","['26', '17', '24', '49', '15', '6'] | ['48', '46', '17', '8', '10', '37', '49', '15', '34', '24']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,3,2,,0,✅ Yes,✅ Yes,"2, 3",5955-10000,100.0%,100.0%,100,100,,,,,,,,,,100,96.7,5,3,4,100,"3,2",✅ Start+End
346,128,129,4,75.18555667001002,79,4763,6,✅ Complete Match (1/1),Step 2: Best Match,6,5,6,21,0,16,100.0%,23.8%,❌ Diff: RDP=6 vs Santa=5,27,11,16,79_Recombination events.csv|4763,4763,79_Recombination events.csv,1899,5427,"['1', '3', '31', '32', '42']",1000,0.0001,0.01,0.1,5000,50,1971,5454,1971-5454,"['42', '32', '3', '31', '1']","['44', '34', '11', '27', '46', '13', '4', '50', '10', '14', '21', '45', '18', '29', '35', '9', '8', '41', '37', '36', '48']","['39', '40', '5', '16', '30', '28', '12', '23']",72,27,99,98,,,,,✅ Complete (5/5),56.6,100,5/5,100,5,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,1899-5427,98.0%,100.0%,0,98,,,,,,,,,,60,90.1,0,1,3,0,6,❌ None
359,141,142,5,66.66666666666666,79,5090,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,5,6,21,0,16,100.0%,23.8%,❌ Diff: RDP=6 vs Santa=5,27,11,16,79_Recombination events.csv|5090,5090,79_Recombination events.csv,5112,6561,"['19', '20', '22']",1000,0.0001,0.01,0.1,5000,50,5112,6564,5112-6564,"['20', '19', '22']","['17', '15', '49', '24']",['45'],0,3,3,100,,,,,✅ Complete (3/3),59,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,5112-6561,100.0%,100.0%,0,100,,,,,,,,,,33.33333333333333,99.7,0,1,2,0,4,❌ None
267,49,50,1,99.7995991983968,80,4934,3,🎯 Perfect Match (1/1),Step 2: Best Match,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11,80_Recombination events.csv|4934,4934,80_Recombination events.csv,3819,8739,['42'],1000,0.0001,0.01,0.1,5000,50,3814,8738,3814-8738,['42'],"['16', '40']","['31', '38', '9', '30']",5,1,6,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3819-8739,100.0%,100.0%,0,100,,,,,,,,,,100,99.4,0,1,1,0,3,❌ None
329,111,112,2,83.95123580494322,80,4405,2,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11,80_Recombination events.csv|4405,4405,80_Recombination events.csv,1722,3639,"['17', '18', '28', '29', '33', '39', '41', '44', '49', '6']",1000,0.0001,0.01,0.1,5000,50,1725,3486,1725-3486,"['17', '33', '49', '28', '44', '29']","['25', '47', '22', '12', '11', '27', '26', '20', '46', '13', '4', '23', '43', '10', '14', '18', '6', '39', '32', '41', '5', '36', '19']","['42', '40', '2', '1', '34', '31', '38', '24', '7', '50', '3', '21', '45', '15', '35', '9', '8', '16', '30', '48']",3,153,156,91.9,,,,,✅ Complete (6/6),53.38,60,6/6,100,10,6,6/6,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1722-3639,91.9%,100.0%,0,91.9,,,,,,,,,,83.33333333333334,84.4,0,1,3,0,2,❌ None
348,130,131,3,75,80,4737,1,🎯 Perfect Match (1/1),Step 2: Best Match,3,3,3,14,0,11,100.0%,21.4%,✅ Equal,17,6,11,80_Recombination events.csv|4737,4737,80_Recombination events.csv,5922,9558,"['18', '39', '41', '6']",1000,0.0001,0.01,0.1,5000,50,5923,9557,5923-9557,"['18', '39', '6', '41']","['17', '33', '49', '28', '44', '29']","['25', '14', '5', '19', '11']",1,1,2,99.9,,,,,✅ Complete (4/4),58.98,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5922-9558,99.9%,100.0%,0,99.9,,,,,,,,,,50,99.8,0,1,1,0,1,❌ None
253,35,36,1,99.8998998998999,81,4942,1,Standard_Match,Step 1: Approximate,3,3,4,14,1,11,75.0%,21.4%,✅ Equal,18,6,12,81_Recombination events.csv|4942,4942,81_Recombination events.csv,1524,3237,"['29', '34']",1000,0.0001,0.01,0.1,5000,50,1524,3234,1524-3234,"['29', '34']","['50', '46']",['22'],0,3,3,99.8248686514886,1713,428.2,25,Exact Recombinant Match,,58.96497373029773,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1524-3237,99.8%,100.0%,0,99.8248686514886,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
369,151,152,2,62.5,81,4838,2,🎯 Perfect Match (1/1),Step 2: Best Match,3,3,4,14,1,11,75.0%,21.4%,✅ Equal,18,6,12,81_Recombination events.csv|4838,4838,81_Recombination events.csv,7107,10000,"['27', '3', '33', '37']",1000,0.0001,0.01,0.1,5000,50,7108,10000,7108-10000,"['3', '37', '33', '27']","['40', '2', '22', '12', '34', '20', '31', '4', '49', '24', '7', '10', '14', '29', '35', '39', '32', '5', '30']","['26', '46', '50', '41', '16', '45', '44', '15']",1,0,1,100,,,,,✅ Complete (4/4),59,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7107-10000,100.0%,100.0%,0,100,,,,,,,,,,25,99.9,0,1,1,0,2,❌ None
435,219,220,3,37.5,81,4080,3,Case_F_Start_Start,Step 1: Approximate,3,3,4,14,1,11,75.0%,21.4%,✅ Equal,18,6,12,81_Recombination events.csv|4080,4080,81_Recombination events.csv,1911,6903,"['1', '11', '13', '18', '19', '21', '23', '28', '36', '38', '42', '47', '48', '6', '8', '9']",1000,0.0001,0.01,0.1,5000,50,2517,4112,2517-4112,"['42', '48', '9', '8', '13', '47', '21', '23', '28', '36', '18', '1', '19', '38', '11', '6']","['7', '20', '35', '39', '32', '40', '10', '14', '31', '4', '5', '22', '49', '30', '12', '24']","['26', '46', '50', '17', '43', '25', '41', '16', '45', '44', '15']",606,2791,3397,31.9511217948718,4992,1248,25,Exact Recombinant Match,,31.89022435897436,,,,,,,30,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,3,1911-6903,32.0%,75.0%,0,31.9511217948718,,,,,,,,,,75,0,0,1,8,0,3,❌ None
270,52,53,1,99.69788519637464,82,4974,1,⭐ Excellent Match (1/1),Step 2: Best Match,7,6,10,19,3,13,70.0%,31.6%,❌ Diff: RDP=7 vs Santa=6,29,13,16,82_Recombination events.csv|4974,4974,82_Recombination events.csv,3720,10000,['19'],1000,0.0001,0.01,0.1,5000,50,3724,9991,3724-9991,['19'],"['46', '43', '15', '45', '12', '38', '27']","['11', '22']",4,9,13,99.8,,,,,🎯 Perfect (1/1),58.96,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3720-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,98.7,0,1,2,0,1,❌ None
278,60,61,3,99.54682779456192,82,4960,3,Cross Match (Case_S1_E2E),Step 6: Cross Matches,7,6,10,19,3,13,70.0%,31.6%,❌ Diff: RDP=7 vs Santa=6,29,13,16,82_Recombination events.csv|4960,4960,82_Recombination events.csv,3078,10000,"['28', '34']",1000,0.0001,0.01,0.1,5000,50,3062,10000,3062-10000,"['28', '34'] | ['28', '34']","['17', '40', '2', '47', '44', '26', '20', '31', '4', '24', '23', '10', '33', '14', '30', '18', '6', '39', '9', '8', '16', '36', '48'] | ['29']","['46', '43', '15', '45', '12', '38', '27'] | ['17', '40', '2', '47', '44', '26', '20', '31', '4', '24', '23', '10', '33', '14', '30', '18', '6', '39', '9', '8', '16', '36', '48']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,6,3,,0,✅ Yes,✅ Yes,3,3078-10000,100.0%,100.0%,100,100,,,,,,,,,,100,98.4,5,3,4,100,3,✅ Start+End
