,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
395,23,24,2,99.9,75,10085,3,Standard_Match,Step 1: Approximate,5,5,5,31,0,26,100.0%,16.1%,✅ Equal,36,10,26,75_Recombination events.csv|10085,10085,75_Recombination events.csv,7002,8373,['45'],1000,0.0002,0.02,0.1,5000,50,7003,8374,7003-8374,['45'],['6'],"['2', '37']",1,1,2,99.927060539752,1371,342.8,25,Exact Recombinant Match,,58.9854121079504,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7002-8373,99.9%,100.0%,0,99.927060539752,,,,,,,,,,100,99.8,0,1,7,0,3,❌ None
396,24,25,2,99.9,72,10113,2,Standard_Match,Step 1: Approximate,5,5,12,35,7,30,41.7%,14.3%,✅ Equal,47,10,37,72_Recombination events.csv|10113,10113,72_Recombination events.csv,2190,5616,['47'],1000,0.0002,0.02,0.1,5000,50,2188,5616,2188-5616,['47'],"['43', '4', '14']","['36', '11']",2,0,2,100,3426,856.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2190-5616,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,2,❌ None
397,25,26,2,99.8998998998999,62,9983,2,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,13,43,4,34,69.2%,20.9%,✅ Equal,56,18,38,62_Recombination events.csv|9983,9983,62_Recombination events.csv,7188,10000,['4'],1000,0.0002,0.02,0.1,5000,50,7190,9999,7190-9999,['4'],"['48', '35']","['22', '47']",2,1,3,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7188-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.7,0,1,1,0,2,❌ None
398,26,27,3,99.8998998998999,62,9940,3,Standard_Match,Step 1: Approximate,9,9,13,43,4,34,69.2%,20.9%,✅ Equal,56,18,38,62_Recombination events.csv|9940,9940,62_Recombination events.csv,2973,4956,['4'],1000,0.0002,0.02,0.1,5000,50,2971,4957,2971-4957,['4'],"['39', '12']","['25', '47']",2,1,3,100,1983,495.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2973-4956,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,7,0,3,❌ None
399,27,28,1,99.8997995991984,59,10019,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,7,34,2,29,71.4%,14.7%,✅ Equal,41,10,31,59_Recombination events.csv|10019,10019,59_Recombination events.csv,1005,8505,['20'],1000,0.0002,0.02,0.1,5000,50,1008,8506,1008-8506,['20'],"['2', '21', '13', '1']","['6', '38', '47', '4', '8', '36', '43', '24']",3,1,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1005-8505,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,1,0,1,❌ None
400,28,29,2,99.89969909729189,74,10008,"1, 11",Cross Match (Case_S1_E2S),Step 6: Cross Matches,10,9,12,62,2,53,83.3%,14.5%,❌ Diff: RDP=10 vs Santa=9,74,19,55,74_Recombination events.csv|10008,10008,74_Recombination events.csv,7047,10000,['13'],1000,0.0002,0.02,0.1,5000,50,7048,9996,7048-9996 | 9920-9996,['13'] | ['13'],"['39'] | ['50', '22', '8', '32', '34', '14', '1', '45', '30']","['27', '4', '6'] | ['6', '4', '15', '19', '3', '27']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,1,11,,0,✅ Yes,✅ Yes,"1, 11",7047-10000,100.0%,100.0%,100,100,,,,,,,,,,100,99.5,5,3,4,100,"1,11",✅ Start+End
401,29,30,2,99.85,71,9962,3,⭐ Excellent Match (1/1),Step 2: Best Match,14,11,19,74,5,63,73.7%,14.9%,❌ Diff: RDP=14 vs Santa=11,93,25,68,71_Recombination events.csv|9962,9962,71_Recombination events.csv,969,10000,['1'],1000,0.0002,0.02,0.1,5000,50,970,9998,970-9998,['1'],"['29', '9', '8', '22', '16', '37', '36', '40', '45', '41', '43', '30', '13', '10']",['7'],1,2,3,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,969-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,2,0,3,❌ None
402,30,31,3,99.85,71,9809,2,Standard_Match,Step 1: Approximate,14,11,19,74,5,63,73.7%,14.9%,❌ Diff: RDP=14 vs Santa=11,93,25,68,71_Recombination events.csv|9809,9809,71_Recombination events.csv,315,1938,['5'],1000,0.0002,0.02,0.1,5000,50,314,1940,314-1940,['5'],"['3', '42', '11']","['39', '33']",1,2,3,100,1623,405.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,315-1938,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,7,0,2,❌ None
403,31,32,2,99.85,53,9863,5,Standard_Match,Step 1: Approximate,11,11,23,58,12,47,47.8%,19.0%,✅ Equal,81,22,59,53_Recombination events.csv|9863,9863,53_Recombination events.csv,8880,10000,"['27', '8']",1000,0.0002,0.02,0.1,5000,50,8880,9997,8880-9997,"['27', '8']","['26', '50', '24']",['49'],0,3,3,99.73214285714286,1120,280,25,Exact Recombinant Match,,58.94642857142857,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,8880-10000,99.7%,100.0%,0,99.73214285714286,,,,,,,,,,100,99.7,0,1,7,0,5,❌ None
404,32,33,3,99.84984984984985,51,9746,4,🎯 Perfect Match (1/1),Step 2: Best Match,8,8,8,51,0,43,100.0%,15.7%,✅ Equal,59,16,43,51_Recombination events.csv|9746,9746,51_Recombination events.csv,6381,10000,"['21', '41']",1000,0.0002,0.02,0.1,5000,50,6384,9999,6384-9999,"['21', '41']","['36', '42', '18', '15']",['10'],3,1,4,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6381-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.6,0,1,1,0,4,❌ None
405,33,34,4,99.84984984984985,51,9921,5,Standard_Match,Step 1: Approximate,8,8,8,51,0,43,100.0%,15.7%,✅ Equal,59,16,43,51_Recombination events.csv|9921,9921,51_Recombination events.csv,7998,10000,['13'],1000,0.0002,0.02,0.1,5000,50,7998,9996,7998-9996,['13'],['35'],"['9', '8']",0,4,4,99.8001998001998,2002,500.5,25,Exact Recombinant Match,,58.96003996003997,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,7998-10000,99.8%,100.0%,0,99.8001998001998,,,,,,,,,,100,99.6,0,1,7,0,5,❌ None
406,34,35,1,99.8496993987976,70,10033,2,⭐ Excellent Match (1/1),Step 2: Best Match,14,12,18,67,4,55,77.8%,17.9%,❌ Diff: RDP=14 vs Santa=12,85,26,59,70_Recombination events.csv|10033,10033,70_Recombination events.csv,1029,2817,['29'],1000,0.0002,0.02,0.1,5000,50,1033,2818,1033-2818,['29'],['27'],"['3', '4']",4,1,5,99.8,,,,,🎯 Perfect (1/1),58.96,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1029-2817,99.8%,100.0%,0,99.8,,,,,,,,,,100,99.5,0,1,2,0,2,❌ None
407,35,36,2,99.84939759036143,68,9674,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,15,45,9,39,40.0%,13.3%,✅ Equal,60,12,48,68_Recombination events.csv|9674,9674,68_Recombination events.csv,8607,10000,['20'],1000,0.0002,0.02,0.1,5000,50,8608,9994,8608-9994,['20'],"['39', '48', '12', '21', '14', '13']","['44', '7', '38', '29', '26', '5', '4', '33', '16', '25', '34', '41', '19', '27', '18']",1,6,7,99.5,,,,,🎯 Perfect (1/1),58.900000000000006,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,8607-10000,99.5%,100.0%,0,99.5,,,,,,,,,,100,99.3,0,1,2,0,4,❌ None
408,36,37,3,99.8,75,9956,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,5,31,0,26,100.0%,16.1%,✅ Equal,36,10,26,75_Recombination events.csv|9956,9956,75_Recombination events.csv,2820,9486,['35'],1000,0.0002,0.02,0.1,5000,50,2822,9488,2822-9488,['35'],"['29', '36', '30', '49', '31', '13']","['39', '47', '26', '8', '15']",2,2,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2820-9486,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,1,0,1,❌ None
409,37,38,4,99.7997997997998,62,10029,9,Standard_Match,Step 1: Approximate,9,9,13,43,4,34,69.2%,20.9%,✅ Equal,56,18,38,62_Recombination events.csv|10029,10029,62_Recombination events.csv,1107,7560,['40'],1000,0.0002,0.02,0.1,5000,50,1104,7562,1104-7562,['40'],"['2', '37', '14', '16']","['27', '18', '50', '11']",3,2,5,100,3547,886.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,1107-7560,100.0%,100.0%,0,100,,,,,,,,,,100,99.5,0,1,7,0,9,❌ None
410,38,39,2,99.7995991983968,70,10002,14,Standard_Match,Step 1: Approximate,14,12,18,67,4,55,77.8%,17.9%,❌ Diff: RDP=14 vs Santa=12,85,26,59,70_Recombination events.csv|10002,10002,70_Recombination events.csv,9798,10000,['47'],1000,0.0002,0.02,0.1,5000,50,9798,9994,9798-9994,['47'],['46'],"['7', '50', '8', '12', '40', '45', '41', '49', '10']",0,6,6,97.02970297029702,202,50.5,25,Exact Recombinant Match,,58.4059405940594,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,14,9798-10000,97.0%,100.0%,0,97.02970297029702,,,,,,,,,,100,99.4,0,1,7,0,14,❌ None
411,39,40,2,99.79939819458374,73,9934,4,Standard_Match,Step 1: Approximate,9,9,9,56,0,47,100.0%,16.1%,✅ Equal,65,18,47,73_Recombination events.csv|9934,9934,73_Recombination events.csv,246,10000,['18'],1000,0.0002,0.02,0.1,5000,50,251,9998,251-9998,['18'],['4'],"['7', '34', '25', '1']",5,2,7,99.92823457043264,246,61.5,25,Exact Recombinant Match,,58.98564691408653,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,246-10000,99.9%,100.0%,0,99.92823457043264,,,,,,,,,,100,99.3,0,1,7,0,4,❌ None
412,40,41,3,99.79939819458374,74,10060,9,✅ Complete Match (1/1),Step 2: Best Match,10,9,12,62,2,53,83.3%,14.5%,❌ Diff: RDP=10 vs Santa=9,74,19,55,74_Recombination events.csv|10060,10060,74_Recombination events.csv,9933,10000,['38'],1000,0.0002,0.02,0.1,5000,50,9934,9994,9934-9994,['38'],['17'],"['48', '43']",1,6,7,89.6,,,,,🎯 Perfect (1/1),56.92,100,1/1,100,1,1,1/1,90,99.5,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,9933-10000,89.6%,100.0%,0,89.6,,,,,,,,,,100,99.3,0,1,3,0,9,❌ None
413,41,42,1,99.79939819458374,56,9629,4,Standard_Match,Step 1: Approximate,7,7,9,37,2,30,77.8%,18.9%,✅ Equal,46,14,32,56_Recombination events.csv|9629,9629,56_Recombination events.csv,4563,5709,['42'],1000,0.0002,0.02,0.1,5000,50,4566,5713,4566-5713,['42'],"['40', '34', '14']",['44'],3,4,7,99.73821989528795,1146,286.5,25,Exact Recombinant Match,,58.94764397905759,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4563-5709,99.7%,100.0%,0,99.73821989528795,,,,,,,,,,100,99.3,0,1,7,0,4,❌ None
414,42,43,3,99.75,53,9980,4,🎯 Perfect Match (1/1),Step 2: Best Match,11,11,23,58,12,47,47.8%,19.0%,✅ Equal,81,22,59,53_Recombination events.csv|9980,9980,53_Recombination events.csv,5517,10000,['47'],1000,0.0002,0.02,0.1,5000,50,5520,9998,5520-9998,['47'],['19'],['29'],3,2,5,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,5517-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.5,0,1,1,0,4,❌ None
415,43,44,4,99.75,53,9975,14,Standard_Match,Step 1: Approximate,11,11,23,58,12,47,47.8%,19.0%,✅ Equal,81,22,59,53_Recombination events.csv|9975,9975,53_Recombination events.csv,4287,4662,['44'],1000,0.0002,0.02,0.1,5000,50,4290,4664,4290-4664,['44'],['39'],['25'],3,2,5,99.2,375,93.8,25,Exact Recombinant Match,,58.84,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,14,4287-4662,99.2%,100.0%,0,99.2,,,,,,,,,,100,99.5,0,1,7,0,14,❌ None
416,44,45,5,99.74974974974975,62,9980,11,Standard_Match,Step 1: Approximate,9,9,13,43,4,34,69.2%,20.9%,✅ Equal,56,18,38,62_Recombination events.csv|9980,9980,62_Recombination events.csv,495,10000,['23'],1000,0.0002,0.02,0.1,5000,50,498,9997,498-9997,['23'],"['2', '37', '16', '14']","['50', '8', '11', '40', '27', '18', '10']",3,3,6,99.93687532877432,495,123.8,25,Exact Recombinant Match,,58.98737506575487,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,495-10000,99.9%,100.0%,0,99.93687532877432,,,,,,,,,,100,99.4,0,1,7,0,11,❌ None
417,45,46,2,99.69969969969968,65,9656,1,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,10,48,3,41,70.0%,14.6%,✅ Equal,58,14,44,65_Recombination events.csv|9656,9656,65_Recombination events.csv,5250,10000,['28'],1000,0.0002,0.02,0.1,5000,50,5251,9994,5251-9994,['28'],"['30', '22']","['6', '26', '5', '4', '45', '44', '18']",1,6,7,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5250-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.3,0,1,1,0,1,❌ None
418,46,47,1,99.69969969969968,52,9556,2,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,10,51,2,43,80.0%,15.7%,✅ Equal,61,16,45,52_Recombination events.csv|9556,9556,52_Recombination events.csv,3213,10000,"['17', '22', '50']",1000,0.0002,0.02,0.1,5000,50,3218,9998,3218-9998,"['17', '22', '50']",['32'],"['38', '26', '23', '8', '16', '11', '2', '3', '27', '35', '29', '45', '14', '1', '42', '47', '5', '4', '25', '36', '21', '28', '49', '13', '10', '24', '39', '7', '48', '9', '20', '15', '12', '40', '34', '43', '19', '44']",5,2,7,99.9,,,,,✅ Complete (3/3),58.98,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3213-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.3,0,1,2,0,2,❌ None
419,47,48,3,99.64894684052156,73,9768,7,✅ Complete Match (1/1),Step 2: Best Match,9,9,9,56,0,47,100.0%,16.1%,✅ Equal,65,18,47,73_Recombination events.csv|9768,9768,73_Recombination events.csv,9903,10000,['23'],1000,0.0002,0.02,0.1,5000,50,9911,9998,9911-9998,['23'],"['38', '4', '2', '21', '31']","['3', '22']",8,2,10,89.7,,,,,🎯 Perfect (1/1),56.94,100,1/1,100,1,1,1/1,90,99.7,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,9903-10000,89.7%,100.0%,0,89.7,,,,,,,,,,100,99,0,1,3,0,7,❌ None
420,48,49,2,99.64788732394366,58,9846,3,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,28,0,23,100.0%,17.9%,✅ Equal,33,10,23,58_Recombination events.csv|9846,9846,58_Recombination events.csv,444,8949,['32'],1000,0.0002,0.02,0.1,5000,50,440,8940,440-8940,['32'],"['21', '30', '16', '37']","['4', '1', '3', '17', '46']",4,9,13,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,444-8949,99.9%,100.0%,0,99.9,,,,,,,,,,100,98.7,0,1,2,0,3,❌ None
421,49,50,2,99.5995995995996,63,9927,2,✅ Complete Match (1/1),Step 2: Best Match,3,3,5,36,2,33,60.0%,8.3%,✅ Equal,41,6,35,63_Recombination events.csv|9927,9927,63_Recombination events.csv,9213,10000,['24'],1000,0.0002,0.02,0.1,5000,50,9212,9992,9212-9992,['24'],['49'],['32'],1,8,9,99,,,,,🎯 Perfect (1/1),58.8,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9213-10000,99.0%,100.0%,0,99,,,,,,,,,,100,99.1,0,1,3,0,2,❌ None
422,50,51,2,99.5995995995996,52,9850,5,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,10,51,2,43,80.0%,15.7%,✅ Equal,61,16,45,52_Recombination events.csv|9850,9850,52_Recombination events.csv,813,9777,['28'],1000,0.0002,0.02,0.1,5000,50,818,9773,818-9773,['28'],['12'],['10'],5,4,9,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,813-9777,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.1,0,1,2,0,5,❌ None
423,51,52,3,99.5490981963928,70,10026,9,⭐ Excellent Match (1/1),Step 2: Best Match,14,12,18,67,4,55,77.8%,17.9%,❌ Diff: RDP=14 vs Santa=12,85,26,59,70_Recombination events.csv|10026,10026,70_Recombination events.csv,2097,10000,['37'],1000,0.0002,0.02,0.1,5000,50,2102,9994,2102-9994,['37'],['30'],['35'],5,6,11,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,2097-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,98.9,0,1,2,0,9,❌ None
424,52,53,2,99.5490981963928,59,9951,2,Standard_Match,Step 1: Approximate,5,5,7,34,2,29,71.4%,14.7%,✅ Equal,41,10,31,59_Recombination events.csv|9951,9951,59_Recombination events.csv,1116,8649,['44'],1000,0.0002,0.02,0.1,5000,50,1108,8652,1108-8652,['44'],"['40', '37', '41', '50']","['6', '38', '47', '4', '36', '43', '24']",8,3,11,100,2467,616.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1116-8649,100.0%,100.0%,0,100,,,,,,,,,,100,98.9,0,1,7,0,2,❌ None
425,53,54,4,99.5,71,9694,"12, 9",Cross Match (Case_S1_E2E),Step 6: Cross Matches,14,11,19,74,5,63,73.7%,14.9%,❌ Diff: RDP=14 vs Santa=11,93,25,68,71_Recombination events.csv|9694,9694,71_Recombination events.csv,375,10000,"['20', '25']",1000,0.0002,0.02,0.1,5000,50,382,9997,382-1474 | 8722-9997,"['20', '25'] | ['20', '25']","['6', '2', '28', '19', '44'] | ['39', '38', '50', '5', '33', '12', '17']","['48', '4', '21', '32', '34', '27', '46'] | ['48', '4', '21', '32', '34', '27', '46']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,9,12,,0,✅ Yes,✅ Yes,"12, 9",375-10000,100.0%,100.0%,100,100,,,,,,,,,,100,99,5,3,4,100,"9,12",✅ Start+End
426,54,55,4,99.498997995992,70,10022,7,⭐ Excellent Match (1/1),Step 2: Best Match,14,12,18,67,4,55,77.8%,17.9%,❌ Diff: RDP=14 vs Santa=12,85,26,59,70_Recombination events.csv|10022,10022,70_Recombination events.csv,7440,10000,['39'],1000,0.0002,0.02,0.1,5000,50,7436,9992,7436-9992,['39'],"['6', '24']","['49', '50']",4,8,12,99.7,,,,,🎯 Perfect (1/1),58.94,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,7440-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,98.8,0,1,2,0,7,❌ None
427,55,56,3,99.3993993993994,52,9490,7,Standard_Match,Step 1: Approximate,8,8,10,51,2,43,80.0%,15.7%,✅ Equal,61,16,45,52_Recombination events.csv|9490,9490,52_Recombination events.csv,8376,10000,['33'],1000,0.0002,0.02,0.1,5000,50,8366,9997,8366-9997,['33'],"['6', '37', '32', '31', '41', '46', '30', '18']","['17', '22', '50']",10,3,13,99.81527093596058,1624,406,25,Exact Recombinant Match,,58.963054187192114,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,8376-10000,99.8%,100.0%,0,99.81527093596058,,,,,,,,,,100,98.7,0,1,7,0,7,❌ None
428,56,57,5,99.34869739478958,70,9851,13,Standard_Match,Step 1: Approximate,14,12,18,67,4,55,77.8%,17.9%,❌ Diff: RDP=14 vs Santa=12,85,26,59,70_Recombination events.csv|9851,9851,70_Recombination events.csv,6033,7092,['13'],1000,0.0002,0.02,0.1,5000,50,6036,7104,6036-7104,['13'],"['39', '7', '47', '50', '8', '12', '40', '45', '41', '19', '49', '10']","['6', '5', '25', '2', '28', '1', '17', '31', '24']",3,12,15,99.71671388101984,1059,264.8,25,Exact Recombinant Match,,56.94334277620396,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,13,6033-7092,99.7%,100.0%,0,99.71671388101984,,,,,,,,,,100,98.5,0,1,7,0,13,❌ None
429,57,58,6,99.19839679358718,70,9383,"12, 16",Multiple Start Match (2 RDPs),Step 6: Cross Matches,14,12,18,67,4,55,77.8%,17.9%,❌ Diff: RDP=14 vs Santa=12,85,26,59,70_Recombination events.csv|9383,9383,70_Recombination events.csv,273,10000,['6'],1000,0.0002,0.02,0.1,5000,50,273,9982,273-9982 | 277-672,['6'] | ['6'],"['17', '28'] | ['38', '26', '23', '16', '11', '27', '35', '32', '14', '42', '46', '33', '36', '21', '30', '18', '48', '9', '20', '22', '34', '43', '44']",['24'] | ['24'],,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,16,12,,0,✅ Yes,✅ Yes,"12, 16",273-10000,100.0%,100.0%,100,100,,,,,,,,,,100,98.2,5,3,8,100,"16,12",✅ Start+End
430,58,59,4,98.9468405215647,73,9796,1,Standard_Match,Step 1: Approximate,9,9,9,56,0,47,100.0%,16.1%,✅ Equal,65,18,47,73_Recombination events.csv|9796,9796,73_Recombination events.csv,2880,9108,['9'],1000,0.0002,0.02,0.1,5000,50,2892,9096,2892-9096,['9'],['49'],"['4', '38', '46']",12,12,24,99.61464354527938,3772,943,25,Exact Recombinant Match,,56.92292870905588,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2880-9108,99.6%,100.0%,0,99.61464354527938,,,,,,,,,,100,97.6,0,1,7,0,1,❌ None
431,59,60,4,98.54854854854857,52,8429,10,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,51,2,43,80.0%,15.7%,✅ Equal,61,16,45,52_Recombination events.csv|8429,8429,52_Recombination events.csv,438,10000,['33'],1000,0.0002,0.02,0.1,5000,50,466,9998,466-9998,['33'],"['6', '37', '32', '31', '41', '46', '30', '18']","['38', '26', '8', '23', '16', '11', '2', '3', '27', '35', '29', '45', '14', '1', '42', '47', '5', '4', '25', '36', '21', '49', '13', '10', '24', '39', '7', '48', '9', '20', '15', '12', '40', '34', '43', '19', '44']",28,2,30,99.7,,,,,🎯 Perfect (1/1),56.94,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,10,438-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,97,0,1,3,0,1,❌ None
432,60,61,1,98.19095477386936,69,9936,6,Standard_Match,Step 1: Approximate,6,6,6,27,0,21,100.0%,22.2%,✅ Equal,33,12,21,69_Recombination events.csv|9936,9936,69_Recombination events.csv,738,2121,['3'],1000,0.0002,0.02,0.1,5000,50,760,2102,760-2102,['3'],"['36', '17', '38', '10']","['26', '50']",22,19,41,97.0354302241504,1383,345.8,25,Exact Recombinant Match,,56.40708604483008,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,738-2121,97.0%,100.0%,0,97.0354302241504,,,,,,,,,,100,95.9,0,1,7,0,6,❌ None
433,61,62,5,97.997997997998,51,9908,8,Standard_Match,Step 1: Approximate,8,8,8,51,0,43,100.0%,15.7%,✅ Equal,59,16,43,51_Recombination events.csv|9908,9908,51_Recombination events.csv,4302,4524,['17'],1000,0.0002,0.02,0.1,5000,50,4291,4554,4291-4554,['17'],"['27', '4', '44']","['20', '33', '28', '45', '14', '30', '31']",11,30,41,100,222,55.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,4302-4524,100.0%,100.0%,0,100,,,,,,,,,,100,95.9,0,1,7,0,8,❌ None
